Date,State,City,Age,Gender,Place of Death,Cause,#
2019-05-22,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-05-22,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-05-22,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-05-22,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2020-05-22,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-05-22,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-05-22,MT,Cuiaba,10 - 19,F,OUTROS,OUTRAS,1
2019-05-22,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2019-05-22,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-05-22,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-05-22,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-05-22,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-05-22,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-05-22,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-05-23,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-05-23,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-05-23,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-05-23,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-05-23,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-05-23,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2020-05-23,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-05-23,MT,Cuiaba,N/I,F,OUTROS,OUTRAS,1
2019-05-24,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-05-24,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,2
2019-05-24,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,2
2020-05-24,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-05-24,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-05-24,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,3
2019-05-24,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-05-24,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-05-24,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-05-24,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2019-05-28,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-05-28,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-05-28,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-05-28,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-05-28,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,2
2020-05-28,MT,Cuiaba,10 - 19,F,OUTROS,OUTRAS,1
2020-05-28,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-05-29,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-05-29,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-05-29,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2020-05-29,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-05-29,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2020-05-29,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-05-29,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-05-31,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2019-06-01,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2019-06-01,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2019-06-01,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-06-01,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2019-06-01,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,4
2019-06-01,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-06-01,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-06-01,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-06-02,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-06-02,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2019-06-02,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,3
2019-06-02,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,3
2019-06-02,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2019-06-02,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2019-06-03,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2019-06-03,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,2
2019-06-03,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-06-03,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-06-03,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2019-01-04,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,3
2019-01-04,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-01-04,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-01-04,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-01-04,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-01-04,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-01-04,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-01-06,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-01-06,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,4
2020-01-06,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-01-06,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-01-06,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2020-01-06,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2019-01-08,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,4
2019-01-08,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2020-01-08,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-01-08,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-01-08,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-01-08,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-01-08,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-01-08,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-01-12,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-01-12,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-01-12,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-01-12,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-01-12,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2020-01-12,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-01-14,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-01-14,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-01-14,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-01-14,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-01-14,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2019-01-14,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-01-14,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2020-01-14,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2020-01-14,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-01-14,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-01-17,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2019-01-17,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-01-17,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,2
2019-01-17,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-01-17,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-01-17,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-01-19,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-01-19,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2019-01-19,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-01-19,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-01-19,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-01-19,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-01-28,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,3
2019-01-28,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-01-28,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-01-28,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-01-28,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-01-28,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-01-28,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-02-07,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,2
2020-02-07,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,2
2019-02-07,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-02-07,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-02-07,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-02-07,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-02-07,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-02-08,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-02-08,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-02-08,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-02-08,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-02-08,MT,Cuiaba,N/I,M,OUTROS,OUTRAS,1
2020-02-08,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2020-02-08,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-02-10,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-02-10,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-02-10,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-02-10,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-02-10,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-02-10,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-02-10,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2020-02-10,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-02-13,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-02-13,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-02-13,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-02-13,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-02-13,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-02-13,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-02-13,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2019-02-13,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-02-13,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-02-13,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,2
2019-02-18,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-02-18,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-02-18,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-02-18,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-02-18,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-02-18,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2020-02-18,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-02-18,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-02-18,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-02-22,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-02-22,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-02-22,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-02-22,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-02-22,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,2
2020-02-22,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-02-22,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-02-22,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-02-22,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-02-22,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-02-22,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,2
2019-02-22,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-02-22,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-02-22,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2020-02-22,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-02-22,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-02-22,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-02-22,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-02-25,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,2
2020-02-25,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-02-25,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-02-25,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2020-02-25,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2019-02-25,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,4
2020-02-25,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-02-25,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,4
2020-02-25,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-02-25,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,2
2020-02-25,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2019-03-08,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-03-08,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-03-08,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-03-08,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2020-03-08,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-03-08,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,5
2020-03-08,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-03-14,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-03-14,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-03-14,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-03-14,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-03-14,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-03-14,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2020-03-14,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,5
2020-03-14,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-03-19,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-03-19,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-03-19,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-03-19,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-03-19,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-03-19,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-03-19,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-03-19,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-03-19,MT,Cuiaba,10 - 19,F,OUTROS,OUTRAS,1
2020-03-19,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-04-07,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-04-07,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-04-07,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,2
2019-04-07,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,2
2019-04-07,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-04-07,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-04-07,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-04-07,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-04-07,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2019-04-07,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-04-07,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-04-07,MT,Cuiaba,N/I,M,OUTROS,OUTRAS,1
2019-04-07,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-04-07,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-04-07,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-04-07,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-04-07,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-04-07,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,2
2020-04-07,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,2
2019-04-07,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-04-07,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-04-07,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2020-04-07,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-04-14,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-04-14,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-04-14,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-04-14,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-04-14,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-04-14,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-04-14,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-04-14,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-04-14,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-04-14,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2019-04-26,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-04-26,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-04-26,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2019-04-26,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2020-04-26,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-04-26,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-04-26,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-04-26,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-04-26,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-04-26,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-04-26,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-04-29,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2019-04-29,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2019-04-29,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-04-29,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-04-29,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-04-29,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-04-29,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-04-29,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-04-29,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-04-29,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,3
2020-04-29,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-05-02,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-05-02,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-05-02,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-05-02,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-05-02,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-05-02,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-05-02,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2019-05-07,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-05-07,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-05-07,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-05-07,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-05-07,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-05-07,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2019-05-17,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-05-17,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-05-17,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-05-17,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2019-05-19,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-05-19,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-05-19,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-05-19,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-05-19,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-05-19,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-05-19,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-05-20,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,2
2019-05-20,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-05-20,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-05-20,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-05-20,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-05-20,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,5
2020-05-20,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-05-20,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-05-25,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,3
2020-05-25,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-05-25,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-05-25,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-05-25,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-05-25,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-05-25,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-05-25,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-05-25,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-05-26,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2020-05-26,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,4
2019-05-26,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2019-05-26,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-05-26,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-05-26,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-05-26,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-05-26,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-01-10,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-01-10,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-01-10,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-01-10,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-01-10,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-01-10,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-01-10,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-01-10,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2020-01-10,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2019-01-10,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-01-10,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-01-10,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,2
2020-01-10,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2020-01-10,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-01-10,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-01-11,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-01-11,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-01-11,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-01-11,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-01-11,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-01-11,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-01-11,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-01-11,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2020-01-11,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-01-15,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-01-15,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-01-15,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-01-15,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-01-15,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-01-15,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
