Date,State,City,Age,Gender,Place of Death,Cause,#
2019-04-12,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-04-12,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-04-12,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2020-04-12,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-04-12,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,4
2019-04-12,MT,Cuiaba,> 100,M,OUTROS,OUTRAS,1
2020-04-12,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,2
2019-04-12,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-04-12,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-04-12,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-04-12,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-04-12,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-04-12,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-04-12,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-04-12,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-04-12,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-04-14,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-04-14,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,3
2019-04-14,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,3
2019-04-14,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-04-14,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-04-14,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-04-14,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-04-15,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-04-15,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2019-04-15,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2020-04-15,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,3
2019-04-15,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-04-15,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-04-15,MT,Cuiaba,N/I,F,OUTROS,OUTRAS,1
2019-04-17,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,3
2020-04-17,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,2
2020-04-17,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-04-17,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,4
2020-04-17,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-04-17,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,2
2020-04-17,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-04-17,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-04-17,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,2
2019-04-17,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-04-17,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-04-17,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-04-17,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-04-17,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-04-18,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2019-04-18,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-04-18,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2019-04-18,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-04-18,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2020-04-18,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-04-18,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-04-18,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2019-04-18,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-04-18,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-04-18,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,3
2019-04-19,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-04-19,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2019-04-19,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-04-19,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-04-19,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-04-19,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-04-19,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,2
2020-04-19,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2019-04-22,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2019-04-22,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-04-22,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-04-22,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2019-04-22,MT,Cuiaba,N/I,M,OUTROS,OUTRAS,1
2020-04-22,MT,Cuiaba,N/I,M,OUTROS,OUTRAS,1
2020-04-22,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-04-22,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2020-04-22,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-04-22,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-04-22,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-04-25,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-04-25,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-04-25,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2020-04-25,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-04-25,MT,Cuiaba,N/I,F,OUTROS,OUTRAS,1
2019-04-27,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-04-27,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,2
2019-04-27,MT,Cuiaba,10 - 19,F,OUTROS,OUTRAS,1
2019-04-27,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,2
2019-04-27,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2020-04-27,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-04-27,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,3
2020-04-27,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-04-27,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-04-27,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-04-27,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-04-28,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2019-04-28,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,2
2019-04-28,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-04-28,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-04-28,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-04-28,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-04-28,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-04-28,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-04-28,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-04-28,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-04-30,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2019-04-30,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-04-30,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-04-30,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-04-30,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-04-30,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-04-30,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-04-30,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-05-01,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-05-01,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-05-01,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-05-01,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-05-01,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-05-01,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,3
2019-05-01,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-05-01,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2019-05-01,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-05-01,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2020-05-01,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2020-05-01,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-05-01,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,2
2019-05-03,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-05-03,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-05-03,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2019-05-03,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-05-03,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-05-03,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,2
2020-05-03,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,2
2020-05-03,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-05-03,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-05-08,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,2
2019-05-08,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2020-05-08,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-05-08,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,6
2020-05-08,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-05-08,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-05-08,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,2
2020-05-08,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-05-08,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-05-08,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-05-14,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2020-05-14,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-05-14,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-05-14,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-05-14,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-05-14,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2020-05-14,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-05-14,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-05-19,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-05-19,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-05-19,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-05-19,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-05-19,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-05-19,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-05-19,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-05-19,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2019-05-20,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,1
2019-05-20,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-05-20,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-05-20,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2020-05-20,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-05-23,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-05-23,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-05-23,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-05-23,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-05-23,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-05-23,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-05-23,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-05-23,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-05-23,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-05-23,MT,Cuiaba,> 100,M,OUTROS,OUTRAS,1
2020-05-23,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,2
2019-05-25,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2019-05-25,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2019-05-25,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-05-25,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-05-25,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2020-05-25,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-05-25,MT,Cuiaba,N/I,M,OUTROS,OUTRAS,1
2020-05-25,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-05-25,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-05-29,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-05-29,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-05-29,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-05-29,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-05-29,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-05-29,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,3
2020-05-29,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-05-29,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2020-05-29,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-05-31,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2019-05-31,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,3
2019-05-31,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-05-31,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-05-31,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2019-01-05,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,2
2019-01-05,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,4
2020-01-05,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-01-05,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-01-05,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-01-05,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-01-05,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-01-05,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-01-05,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2020-01-05,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-01-05,MT,Cuiaba,N/I,M,OUTROS,OUTRAS,1
2019-01-05,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-01-05,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2020-01-05,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-01-05,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-01-05,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,3
2019-01-07,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2020-01-07,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-01-07,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-01-07,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-01-07,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-01-07,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-01-07,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-01-07,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,2
2019-01-08,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-01-08,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-01-08,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-01-08,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-01-08,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-01-08,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,2
2020-01-08,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2019-01-11,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-01-11,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2019-01-11,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-01-11,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-01-11,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2019-01-11,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-01-11,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2020-01-11,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-01-13,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-01-13,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,2
2019-01-13,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2019-01-13,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-01-13,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-01-13,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-01-13,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-01-13,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-01-13,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-01-13,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-01-13,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-01-13,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-01-13,MT,Cuiaba,20 - 29,F,OUTROS,OUTRAS,1
2020-01-13,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-01-18,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-01-18,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-01-18,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2019-01-18,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,3
2020-01-18,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-01-18,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-01-18,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-01-18,MT,Cuiaba,N/I,M,OUTROS,OUTRAS,1
2020-01-18,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2019-01-20,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-01-20,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2019-01-25,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-01-25,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-01-25,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-01-25,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2020-01-25,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,1
2020-01-25,MT,Cuiaba,30 - 39,F,OUTROS,OUTRAS,2
2020-01-25,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-01-25,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-01-26,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,2
2019-01-26,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-01-26,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-01-26,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-01-26,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-01-26,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,2
2020-01-26,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-01-27,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2019-01-27,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-01-27,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-01-27,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,2
2020-01-27,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2019-01-30,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2020-01-30,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-01-30,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-01-30,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-01-30,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,4
2020-01-30,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-01-30,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-01-30,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,2
2020-01-30,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,2
2020-01-30,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2019-02-06,MT,Cuiaba,< 9,F,OUTROS,OUTRAS,2
2019-02-06,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,1
2019-02-06,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2020-02-06,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-02-06,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-02-06,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-02-06,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-02-06,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,2
2020-02-06,MT,Cuiaba,10 - 19,F,OUTROS,OUTRAS,1
2020-02-06,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2020-02-06,MT,Cuiaba,> 100,F,OUTROS,OUTRAS,1
2019-02-11,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-02-11,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-02-11,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2020-02-11,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
2019-02-11,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-02-11,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-02-11,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-02-11,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2020-02-11,MT,Cuiaba,30 - 39,M,OUTROS,OUTRAS,1
2020-02-11,MT,Cuiaba,> 100,M,OUTROS,OUTRAS,1
2019-02-16,MT,Cuiaba,< 9,M,OUTROS,OUTRAS,1
2019-02-16,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,2
2020-02-16,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-02-16,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,5
2020-02-16,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2019-02-16,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-02-16,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-02-16,MT,Cuiaba,10 - 19,M,OUTROS,OUTRAS,1
2020-02-16,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2019-02-24,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2019-02-24,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-02-24,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,1
2020-02-24,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2019-02-24,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,3
2020-02-24,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,1
2019-02-24,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,2
2020-02-24,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,3
2019-02-24,MT,Cuiaba,90 - 99,M,OUTROS,OUTRAS,1
2020-02-24,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-02-24,MT,Cuiaba,N/I,M,OUTROS,OUTRAS,1
2019-02-24,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,2
2020-02-24,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-02-24,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,1
2019-02-24,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2020-02-24,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,2
2019-03-02,MT,Cuiaba,40 - 49,F,OUTROS,OUTRAS,2
2019-03-02,MT,Cuiaba,50 - 59,F,OUTROS,OUTRAS,1
2019-03-02,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2020-03-02,MT,Cuiaba,60 - 69,F,OUTROS,OUTRAS,1
2019-03-02,MT,Cuiaba,90 - 99,F,OUTROS,OUTRAS,1
2020-03-02,MT,Cuiaba,70 - 79,F,OUTROS,OUTRAS,2
2020-03-02,MT,Cuiaba,80 - 89,F,OUTROS,OUTRAS,1
2019-03-07,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2020-03-07,MT,Cuiaba,50 - 59,M,OUTROS,OUTRAS,1
2019-03-07,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,2
2020-03-07,MT,Cuiaba,60 - 69,M,OUTROS,OUTRAS,6
2019-03-07,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-03-07,MT,Cuiaba,80 - 89,M,OUTROS,OUTRAS,1
2020-03-07,MT,Cuiaba,20 - 29,M,OUTROS,OUTRAS,1
2020-03-07,MT,Cuiaba,40 - 49,M,OUTROS,OUTRAS,1
2020-03-07,MT,Cuiaba,70 - 79,M,OUTROS,OUTRAS,2
